Year,h(1)
2012,0.41307984944665627
2013,0.5436694104735278
2014,0.37319737316713175
2015,0.5271619141549366
2016,0.4642331213785591
2017,0.5730420238596703
2018,0.510607762897135
2019,0.6212798384606488
2020,0.7043849242808462
2021,0.41119004807282133
2022,0.42159608908367247
2023,0.4989153682891942
2024,0.5288989827566897
