Date,Close,High,Low,Open,Volume
1997-07-02,1199.06103515625,1261.57104492188,1147.3310546875,1255.90905761719,0
1997-07-03,1150.623046875,1194.67602539063,1149.93994140625,1194.67602539063,0
1997-07-04,1159.34204101563,1163.2490234375,1124.77600097656,1138.92102050781,0
1997-07-07,1096.81896972656,1163.44702148438,1085.57202148438,1161.70703125,0
1997-07-08,1109.666015625,1115.43298339844,1066.0439453125,1092.79895019531,0
1997-07-09,1120.84094238281,1122.67395019531,1104.08605957031,1113.64099121094,0
1997-07-10,1120.15405273438,1137.86901855469,1115.21203613281,1121.25903320313,0
1997-07-11,1154.7939453125,1155.05603027344,1114.39697265625,1116.4150390625,0
1997-07-14,1200.11401367188,1201.21398925781,1180.19104003906,1189.47399902344,0
1997-07-16,1190.82604980469,1204.85498046875,1184.44494628906,1201.59497070313,0
1997-07-17,1197.22595214844,1203.50402832031,1180.93395996094,1188.26696777344,0
1997-07-18,1209.85705566406,1210.43994140625,1191.28894042969,1199.39904785156,0
1997-07-21,1193.52502441406,1218.48095703125,1188.875,1215.83898925781,0
1997-07-22,1208.248046875,1208.26196289063,1163.46801757813,1189.11804199219,0
1997-07-23,1198.86096191406,1223.82299804688,1194.70300292969,1219.05505371094,0
1997-07-24,1174.21704101563,1200.30895996094,1172.36694335938,1194.70495605469,0
1997-07-25,1170.86206054688,1177.65295410156,1158.13598632813,1166.56604003906,0
1997-07-28,1141.77697753906,1167.88000488281,1138.47497558594,1167.81298828125,0
1997-07-29,1153.22900390625,1161.19494628906,1133.17504882813,1137.31896972656,0
1997-07-30,1179.42102050781,1179.47802734375,1157.00402832031,1157.08996582031,0
1997-07-31,1189.76000976563,1192.19995117188,1179.71496582031,1184.93701171875,0
1997-08-01,1192.82800292969,1194.03100585938,1182.22302246094,1191.65100097656,0
1997-08-04,1200.3330078125,1201.92004394531,1188.67602539063,1196.25402832031,0
1997-08-05,1196.27404785156,1207.22802734375,1193.69604492188,1203.35803222656,0
1997-08-06,1171.94104003906,1197.44494628906,1170.26696777344,1196.03503417969,0
1997-08-07,1199.23999023438,1199.23999023438,1161.63195800781,1167.92700195313,0
1997-08-08,1206.05297851563,1216.56103515625,1201.35803222656,1205.95202636719,0
1997-08-11,1184.0830078125,1206.75903320313,1182.44702148438,1206.4560546875,0
1997-08-12,1146.80895996094,1183.43603515625,1145.748046875,1177.26098632813,0
1997-08-13,1120.126953125,1153.49499511719,1118.20202636719,1139.24597167969,0
1997-08-14,1168.11303710938,1168.3349609375,1120.24499511719,1120.47094726563,0
1997-08-15,1143.06396484375,1174.88195800781,1133.89001464844,1174.18298339844,0
1997-08-18,1134.63403320313,1139.60595703125,1116.14794921875,1139.60595703125,0
1997-08-19,1132.90502929688,1143.20104980469,1128.10900878906,1134.61694335938,0
1997-08-20,1144.63903808594,1144.64599609375,1133.74194335938,1135.05004882813,0
1997-08-21,1164.54504394531,1165.21801757813,1147.81604003906,1148.38696289063,0
1997-08-22,1171.8330078125,1174.48596191406,1156.82604980469,1159.38598632813,0
1997-08-25,1184.09594726563,1184.333984375,1175.38403320313,1175.44494628906,0
1997-08-26,1194.04296875,1194.13098144531,1181.24304199219,1186.06896972656,0
1997-08-27,1198.51293945313,1199.47399902344,1188.3310546875,1195.42797851563,0
1997-08-28,1213.89196777344,1216.07604980469,1194.67504882813,1201.05895996094,0
1997-08-29,1221.06396484375,1223.07104492188,1209.47900390625,1214.31005859375,0
1997-09-01,1229.86499023438,1230.06604003906,1219.10095214844,1224.17700195313,0
1997-09-02,1226.30297851563,1232.69104003906,1215.92199707031,1228.47497558594,0
1997-09-03,1240.81994628906,1243.32604980469,1223.46105957031,1223.62097167969,0
1997-09-04,1251.29797363281,1253.15295410156,1245.64001464844,1245.77502441406,0
1997-09-05,1251.55004882813,1253.34997558594,1241.21704101563,1250.60400390625,0
1997-09-08,1255.22900390625,1257.54895019531,1245.74401855469,1253.14501953125,0
1997-09-09,1231.02697753906,1257.92700195313,1230.44201660156,1255.18103027344,0
1997-09-10,1256.041015625,1256.041015625,1227.64294433594,1230.42602539063,0
1997-09-11,1242.71301269531,1264.48901367188,1236.11303710938,1260.51904296875,0
1997-09-12,1208.69702148438,1247.90795898438,1207.8310546875,1240.49597167969,0
1997-09-15,1179.28601074219,1211.68395996094,1175.94799804688,1205.90100097656,0
1997-09-16,1187.21997070313,1193.84704589844,1181.1689453125,1182.75695800781,0
1997-09-17,1167.55700683594,1191.29504394531,1162.24304199219,1188.88500976563,0
1997-09-18,1172.36596679688,1181.748046875,1164.64501953125,1169.67004394531,0
1997-09-19,1184.52099609375,1185.08996582031,1168.86901855469,1174.76904296875,0
1997-09-22,1103.97399902344,1185.09997558594,1102.61694335938,1184.49304199219,0
1997-09-23,1041.96496582031,1105.28198242188,1025.13000488281,1096.18701171875,0
1997-09-24,1110.01196289063,1110.10705566406,1064.66101074219,1064.66101074219,0
1997-09-25,1117.01000976563,1130.1259765625,1106.24597167969,1118.36901855469,0
1997-09-26,1109.63403320313,1118.94104003906,1094.42395019531,1118.68994140625,0
1997-09-29,1084.07202148438,1106.34204101563,1079.33996582031,1106.34204101563,0
1997-09-30,1097.38305664063,1100.38598632813,1083.23205566406,1083.41394042969,0
1997-10-06,1098.90295410156,1105.41101074219,1091.15197753906,1100.69995117188,0
1997-10-07,1102.57299804688,1102.71203613281,1087.01794433594,1098.2939453125,0
1997-10-08,1134.86804199219,1140.93701171875,1116.71301269531,1122.96801757813,0
1997-10-09,1122.46594238281,1138.65698242188,1120.08801269531,1134.59094238281,0
1997-10-10,1130.78503417969,1131.56994628906,1120.51293945313,1121.33801269531,0
1997-10-13,1119.81701660156,1138.40100097656,1117.38903808594,1136.42895507813,0
1997-10-14,1117.92797851563,1118.02197265625,1105.70397949219,1116.29895019531,0
1997-10-15,1125.78198242188,1129.65405273438,1116.42895507813,1119.10803222656,0
1997-10-16,1150.30700683594,1151.39404296875,1131.39404296875,1131.40002441406,0
1997-10-17,1176.48901367188,1180.21801757813,1153.89599609375,1155.42199707031,0
1997-10-20,1187.36804199219,1191.0400390625,1173.55700683594,1183.74401855469,0
1997-10-21,1191.86999511719,1192.33996582031,1179.57397460938,1190.49499511719,0
1997-10-22,1177.52001953125,1203.01794433594,1168.48095703125,1193.70104980469,0
1997-10-23,1173.36401367188,1186.06701660156,1170.23205566406,1178.98303222656,0
1997-10-24,1178.30603027344,1179.80505371094,1164.06396484375,1172.88403320313,0
1997-10-27,1235.82702636719,1235.94494628906,1183.64697265625,1183.64697265625,0
1997-10-28,1177.92395019531,1241.8330078125,1172.89196777344,1239.5849609375,0
1997-10-29,1184.08605957031,1188.79699707031,1162.98095703125,1168.22497558594,0
1997-10-30,1174.84594726563,1207.96997070313,1173.64904785156,1189.26501464844,0
1997-10-31,1180.39294433594,1181.50598144531,1158.73596191406,1164.91296386719,0
1997-11-03,1180.85400390625,1185.06896972656,1176.54699707031,1181.16198730469,0
1997-11-04,1184.69995117188,1190.47094726563,1180.86499023438,1180.86499023438,0
1997-11-05,1194.03796386719,1194.67297363281,1179.35095214844,1186.09497070313,0
1997-11-06,1181.123046875,1203.08605957031,1179.58203125,1198.65795898438,0
1997-11-07,1195.14099121094,1195.73999023438,1177.63195800781,1181.77600097656,0
1997-11-10,1185.78405761719,1202.57897949219,1178.63098144531,1199.36804199219,0
1997-11-11,1186.63403320313,1187.74401855469,1168.48205566406,1183.41796875,0
1997-11-12,1185.02404785156,1193.53100585938,1171.2939453125,1190.01403808594,0
1997-11-13,1185.02404785156,1185.28198242188,1157.2939453125,1169.70397949219,0
1997-11-14,1197.83203125,1208.84204101563,1181.68701171875,1187.35095214844,0
1997-11-17,1191.3330078125,1213.22802734375,1190.43103027344,1210.67700195313,0
1997-11-18,1183.34899902344,1193.31103515625,1182.60705566406,1190.26098632813,0
1997-11-19,1181.626953125,1191.96398925781,1175.78295898438,1185.10302734375,0
1997-11-20,1172.42700195313,1189.49499511719,1169.09704589844,1182.73901367188,0
1997-11-21,1158.55505371094,1169.10498046875,1152.00805664063,1168.96801757813,0
1997-11-24,1124.94104003906,1150.56298828125,1122.93505859375,1150.416015625,0
1997-11-25,1125.52795410156,1131.126953125,1114.13793945313,1120.86401367188,0
1997-11-26,1143.81799316406,1143.81799316406,1124.47705078125,1126.59594726563,0
1997-11-27,1122.51599121094,1141.97094726563,1120.51904296875,1141.77001953125,0
1997-11-28,1139.62805175781,1139.64099121094,1114.43298339844,1117.56896972656,0
1997-12-01,1133.08703613281,1139.29296875,1130.44897460938,1137.58801269531,0
1997-12-02,1130.1669921875,1139.60400390625,1128.5,1133.58996582031,0
1997-12-03,1122.54602050781,1130.31799316406,1121.59301757813,1129.77697753906,0
1997-12-04,1135.873046875,1137.01293945313,1119.20104980469,1121.80297851563,0
1997-12-05,1136.20397949219,1144.22204589844,1134.93200683594,1139.47705078125,0
1997-12-08,1139.32202148438,1143.07995605469,1136.57897949219,1140.54699707031,0
1997-12-09,1148.17102050781,1148.17102050781,1137.31701660156,1139.80603027344,0
1997-12-10,1157.84204101563,1158.98901367188,1149.83203125,1150.47595214844,0
1997-12-11,1159.1689453125,1159.75305175781,1145.54602050781,1159.05395507813,0
1997-12-12,1153.83996582031,1165.81298828125,1153.43200683594,1160.22094726563,0
1997-12-15,1168.02600097656,1168.05603027344,1155.60400390625,1155.71997070313,0
1997-12-16,1174.80200195313,1174.80700683594,1165.60095214844,1170.46203613281,0
1997-12-17,1146.52197265625,1169.73706054688,1145.89099121094,1169.64404296875,0
1997-12-18,1154.166015625,1159.11096191406,1138.39794921875,1142.09997558594,0
1997-12-19,1160.76794433594,1161.87902832031,1151.14099121094,1154.70300292969,0
1997-12-22,1169.00695800781,1169.02905273438,1153.43994140625,1162.68200683594,0
1997-12-23,1171.25402832031,1176.92199707031,1165.05700683594,1171.90197753906,0
1997-12-24,1169.66394042969,1173.5400390625,1164.85803222656,1171.73498535156,0
1997-12-25,1181.27795410156,1181.47900390625,1169.99304199219,1170.56103515625,0
1997-12-26,1191.9189453125,1194.23706054688,1186.52697753906,1187.751953125,0
1997-12-29,1186.60595703125,1198.97399902344,1185.65600585938,1196.29699707031,0
