Year,h(1)
2013,0.5115545525384911
2014,0.6195291995131589
2015,0.573963238781644
2016,0.46300601014341136
2017,0.5782862647078677
2018,0.5165242598831781
2019,0.48684491125007134
2020,0.7579271854100317
2021,0.32180941025818416
2022,0.6853151055035605
2023,0.5167879477795082
2024,0.5427658371810508
