Date,Open,High,Low,Close,Volume
,653.33,654.71,651.6,654.16,0.0
,654.06,654.59,651.05,654.17,0.0
1996-01-05,654.84,656.44,652.26,654.58,0.0
1996-02-05,654.42,654.58,642.13,643.38,0.0
1996-03-05,643.5,648.45,640.23,641.63,0.0
1996-04-05,641.63,641.63,641.63,641.63,0.0
1996-05-05,641.63,641.63,641.63,641.63,0.0
1996-06-05,641.72,644.64,636.2,640.81,0.0
1996-07-05,640.84,641.4,636.96,638.26,0.0
1996-08-05,637.88,644.79,630.07,644.77,0.0
1996-09-05,644.64,647.95,643.18,645.44,0.0
1996-10-05,645.82,653.0,645.44,652.09,0.0
1996-11-05,652.09,652.09,652.09,652.09,0.0
1996-12-05,652.09,652.09,652.09,652.09,0.0
,652.1,662.16,652.09,661.51,0.0
,661.53,666.96,661.53,665.6,0.0
,665.43,669.82,664.46,665.42,0.0
,665.15,667.11,662.79,664.85,0.0
,664.85,669.84,664.85,668.91,0.0
,668.91,668.91,668.91,668.91,0.0
,668.91,668.91,668.91,668.91,0.0
,668.96,673.66,667.64,673.15,0.0
,673.1,675.56,672.26,672.76,0.0
,672.54,678.42,671.23,678.42,0.0
,678.45,681.1,673.45,676.0,0.0
,676.04,679.72,676.0,678.51,0.0
,678.51,678.51,678.51,678.51,0.0
,678.51,678.51,678.51,678.51,0.0
,678.51,678.51,678.51,678.51,0.0
,678.53,679.98,671.52,672.23,0.0
,672.03,673.73,666.09,667.93,0.0
,667.83,673.51,664.56,671.7,0.0
,671.98,673.46,667.0,669.12,0.0
1996-01-06,669.12,669.12,669.12,669.12,0.0
1996-02-06,669.12,669.12,669.12,669.12,0.0
1996-03-06,669.04,669.12,665.19,667.68,0.0
1996-04-06,667.75,672.6,667.68,672.56,0.0
1996-05-06,672.36,678.45,672.09,678.44,0.0
1996-06-06,678.53,680.32,673.02,673.03,0.0
1996-07-06,672.85,673.31,662.48,673.31,0.0
1996-08-06,673.31,673.31,673.31,673.31,0.0
1996-09-06,673.31,673.31,673.31,673.31,0.0
1996-10-06,673.32,673.61,670.15,672.16,0.0
1996-11-06,672.32,676.72,669.94,670.97,0.0
1996-12-06,671.06,673.67,668.77,669.04,0.0
,669.04,670.54,665.49,667.92,0.0
,667.9,668.4,664.35,665.85,0.0
,665.85,665.85,665.85,665.85,0.0
,665.85,665.85,665.85,665.85,0.0
,665.94,668.27,664.09,665.16,0.0
,665.16,666.36,661.34,662.06,0.0
,662.02,665.62,661.21,661.96,0.0
,662.0,664.96,658.75,662.1,0.0
,662.56,666.84,662.1,666.84,0.0
,666.84,666.84,666.84,666.84,0.0
,666.84,666.84,666.84,666.84,0.0
,666.84,671.07,666.84,668.85,0.0
,668.84,670.65,667.29,668.48,0.0
,668.22,668.49,663.67,664.39,0.0
,664.35,668.9,661.56,668.55,0.0
,668.7,672.68,668.55,670.63,0.0
,670.63,670.63,670.63,670.63,0.0
,670.63,670.63,670.63,670.63,0.0
1996-01-07,670.63,675.88,670.63,675.88,0.0
1996-02-07,675.71,675.88,672.55,673.61,0.0
1996-03-07,673.63,673.64,670.21,672.4,0.0
1996-04-07,672.4,672.4,672.4,672.4,0.0
1996-05-07,671.18,672.4,657.41,657.44,0.0
1996-06-07,657.44,657.44,657.44,657.44,0.0
1996-07-07,657.44,657.44,657.44,657.44,0.0
1996-08-07,657.01,657.65,651.13,652.54,0.0
1996-09-07,652.6,656.6,652.54,654.75,0.0
