Year,h(1)
2013,0.48812934056078333
2014,0.5544895142612593
2015,0.5632161863294205
2016,0.4330775838556031
2017,0.5486688149567769
2018,0.44547088139087276
2019,0.466588632094349
2020,0.7227289064805494
2021,0.2870068416630167
2022,0.5129766430728451
2023,0.47691852408987434
2024,0.45005840664025465
