Year,h(1)
2012,0.39721533988383284
2013,0.5162486872093391
2014,0.3458843695607736
2015,0.49961985852202506
2016,0.4269924976897652
2017,0.5533582205217737
2018,0.48793370090315963
2019,0.6036676315129873
2020,0.6638799657279418
2021,0.3859143309111059
2022,0.39340945907948544
2023,0.4776378268952628
2024,0.49948385591052374
