Year,h(1)
2007,0.4811797956031479
2008,0.5465666908298407
2009,0.5994190179267243
2010,0.5762530325487399
2011,0.5373000104300975
2012,0.6658208285602392
2013,0.4999478411424076
2014,0.5210415018950807
2015,0.5602444258043554
2016,0.5031370369858948
2017,0.35804741859195716
2018,0.524413849298679
2019,0.4664461748045314
2020,0.7179136125015049
2021,0.44142638429291425
2022,0.5418057793881119
2023,0.4966455533074149
2024,0.38263464559713617
